T_wall_C,p_T2_Pa,mdot_he_kg_s,J_T2_mol_m2_s,J_sieverts_mol_m2_s,p_surf_over_p_bulk,K_eff_mol_m2_s_Pa,Re_tube,Lambda
3.800000000000000000e+02,3.000000000000000000e+01,1.000000000000000056e-01,8.801439098420056782e-10,8.801447106228647416e-10,9.999981803435616934e-01,1.612289534698100994e-05,3.211512593321528470e+02,4.705436144634019423e-07
3.800000000000000000e+02,3.000000000000000000e+01,5.000000000000000000e-01,8.801439098420056782e-10,8.801447106228647416e-10,9.999981803435616934e-01,1.612289534698100994e-05,1.605756296660764065e+03,4.705436144634019423e-07
3.800000000000000000e+02,3.000000000000000000e+01,1.000000000000000000e+00,8.801441169707237411e-10,8.801447106228647416e-10,9.999986510128764383e-01,2.174827077173587995e-05,3.211512593321528129e+03,4.705436144634019423e-07
3.800000000000000000e+02,3.000000000000000000e+01,2.000000000000000000e+00,8.801445174136688503e-10,8.801447106228647416e-10,9.999995609604368507e-01,6.682347799860553436e-05,6.423025186643056259e+03,4.705436144634019423e-07
3.800000000000000000e+02,1.000000000000000000e+02,1.000000000000000056e-01,1.606916238808975589e-09,1.606917039589999365e-09,9.999990033327115224e-01,1.612289534698100994e-05,3.211512593321528470e+02,2.577273519316193961e-07
3.800000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e-01,1.606916238808975589e-09,1.606917039589999365e-09,9.999990033327115224e-01,1.612289534698100994e-05,1.605756296660764065e+03,2.577273519316193961e-07
3.800000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+00,1.606916445937767684e-09,1.606917039589999365e-09,9.999992611290970945e-01,2.174827077173587995e-05,3.211512593321528129e+03,2.577273519316193961e-07
3.800000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+00,1.606916846380794168e-09,1.606917039589999365e-09,9.999997595281040486e-01,6.682347799860553436e-05,6.423025186643056259e+03,2.577273519316193961e-07
4.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000056e-01,2.616421627777151424e-10,2.616442389070233596e-10,9.999841301984715436e-01,1.648679489197086372e-05,3.147265301288249475e+02,3.759324948827974307e-06
4.000000000000000000e+02,1.000000000000000000e+00,5.000000000000000000e-01,2.616421627777151424e-10,2.616442389070233596e-10,9.999841301984715436e-01,1.648679489197086372e-05,1.573632650644124396e+03,3.759324948827974307e-06
4.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.616426625580422389e-10,2.616442389070233596e-10,9.999879504762717586e-01,2.171394226489224477e-05,3.147265301288248793e+03,3.759324948827974307e-06
4.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,2.616437181820633073e-10,2.616442389070233596e-10,9.999960195994069823e-01,6.573301156227957852e-05,6.294530602576497586e+03,3.759324948827974307e-06
4.000000000000000000e+02,3.000000000000000000e+00,1.000000000000000056e-01,4.531790391618644602e-10,4.531811152946540739e-10,9.999908375350873291e-01,1.648679489197086372e-05,3.147265301288249475e+02,2.170447271177107029e-06
4.000000000000000000e+02,3.000000000000000000e+00,5.000000000000000000e-01,4.531790391618644602e-10,4.531811152946540739e-10,9.999908375350873291e-01,1.648679489197086372e-05,1.573632650644124396e+03,2.170447271177107029e-06
4.000000000000000000e+02,3.000000000000000000e+00,1.000000000000000000e+00,4.531795389436659546e-10,4.531811152946540739e-10,9.999930431865170499e-01,2.171394226489224477e-05,3.147265301288248793e+03,2.170447271177107029e-06
4.000000000000000000e+02,3.000000000000000000e+00,2.000000000000000000e+00,4.531805945694750256e-10,4.531811152946540739e-10,9.999977019127131994e-01,6.573301156227957852e-05,6.294530602576497586e+03,2.170447271177107029e-06
4.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000056e-01,8.273896554724978571e-10,8.273917316074382955e-10,9.999949815008868370e-01,1.648679489197086372e-05,3.147265301288249475e+02,1.188802930299233862e-06
4.000000000000000000e+02,1.000000000000000000e+01,5.000000000000000000e-01,8.273896554724978571e-10,8.273917316074382955e-10,9.999949815008868370e-01,1.648679489197086372e-05,1.573632650644124396e+03,1.188802930299233862e-06
4.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,8.273901552552100773e-10,8.273917316074382955e-10,9.999961895903322073e-01,2.171394226489224477e-05,3.147265301288248793e+03,1.188802930299233862e-06
4.000000000000000000e+02,1.000000000000000000e+01,2.000000000000000000e+00,8.273912108821240031e-10,8.273917316074382955e-10,9.999987412850996904e-01,6.573301156227957852e-05,6.294530602576497586e+03,1.188802930299233862e-06
4.000000000000000000e+02,3.000000000000000000e+01,1.000000000000000056e-01,1.433082440770433841e-09,1.433084516906475257e-09,9.999971025651132051e-01,1.648679489197086372e-05,3.147265301288249475e+02,6.863556918216786034e-07
4.000000000000000000e+02,3.000000000000000000e+01,5.000000000000000000e-01,1.433082440770433841e-09,1.433084516906475257e-09,9.999971025651132051e-01,1.648679489197086372e-05,1.573632650644124396e+03,6.863556918216786034e-07
4.000000000000000000e+02,3.000000000000000000e+01,1.000000000000000000e+00,1.433082940553612384e-09,1.433084516906475257e-09,9.999978000571813075e-01,2.171394226489224477e-05,3.147265301288248793e+03,6.863556918216786034e-07
4.000000000000000000e+02,3.000000000000000000e+01,2.000000000000000000e+00,1.433083996181091585e-09,1.433084516906475257e-09,9.999992732804201534e-01,6.573301156227957852e-05,6.294530602576497586e+03,6.863556918216786034e-07
4.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000056e-01,2.616440312933512135e-09,2.616442389070233493e-09,9.999984130085139977e-01,1.648679489197086372e-05,3.147265301288249475e+02,3.759324948827974307e-07
4.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e-01,2.616440312933512135e-09,2.616442389070233493e-09,9.999984130085139977e-01,1.648679489197086372e-05,1.573632650644124396e+03,3.759324948827974307e-07
4.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+00,2.616440812716978743e-09,2.616442389070233493e-09,9.999987950410935689e-01,2.171394226489224477e-05,3.147265301288248793e+03,3.759324948827974307e-07
4.000000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+00,2.616441868344807428e-09,2.616442389070233493e-09,9.999996019592279906e-01,6.573301156227957852e-05,6.294530602576497586e+03,3.759324948827974307e-07
4.200000000000000000e+02,1.000000000000000000e+00,1.000000000000000056e-01,4.141959461790518781e-10,4.142010376595643773e-10,9.999754155651165988e-01,1.684789372403535662e-05,3.086128823663860317e+02,5.365350570423786215e-06
4.200000000000000000e+02,1.000000000000000000e+00,5.000000000000000000e-01,4.141959461790518781e-10,4.142010376595643773e-10,9.999754155651165988e-01,1.684789372403535662e-05,1.543064411831930329e+03,5.365350570423786215e-06
4.200000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.141970838404650085e-10,4.142010376595643773e-10,9.999809087864636181e-01,2.169569174046335981e-05,3.086128823663860658e+03,5.365350570423786215e-06
4.200000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,4.141997118848536317e-10,4.142010376595643773e-10,9.999935984101031572e-01,6.470263146875111380e-05,6.172257647327721315e+03,5.365350570423786215e-06
4.200000000000000000e+02,3.000000000000000000e+00,1.000000000000000056e-01,7.174121502803768700e-10,7.174172417741153668e-10,9.999858060961598349e-01,1.684789372403535662e-05,3.086128823663860317e+02,3.097686596130885311e-06
4.200000000000000000e+02,3.000000000000000000e+00,5.000000000000000000e-01,7.174121502803768700e-10,7.174172417741153668e-10,9.999858060961598349e-01,1.684789372403535662e-05,1.543064411831930329e+03,3.097686596130885311e-06
4.200000000000000000e+02,3.000000000000000000e+00,1.000000000000000000e+00,7.174132879470401673e-10,7.174172417741153668e-10,9.999889776382557827e-01,2.169569174046335981e-05,3.086128823663860658e+03,3.097686596130885311e-06
4.200000000000000000e+02,3.000000000000000000e+00,2.000000000000000000e+00,7.174159159985080091e-10,7.174172417741153668e-10,9.999963040353501142e-01,6.470263146875111380e-05,6.172257647327721315e+03,3.097686596130885311e-06
4.200000000000000000e+02,1.000000000000000000e+01,1.000000000000000056e-01,1.309813596707491901e-09,1.309818688209402012e-09,9.999922256537334686e-01,1.684789372403535662e-05,3.086128823663860317e+02,1.696672824782280970e-06
4.200000000000000000e+02,1.000000000000000000e+01,5.000000000000000000e-01,1.309813596707491901e-09,1.309818688209402012e-09,9.999922256537334686e-01,1.684789372403535662e-05,1.543064411831930329e+03,1.696672824782280970e-06
4.200000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,1.309814734377399091e-09,1.309818688209402012e-09,9.999939627887874938e-01,2.169569174046335981e-05,3.086128823663860658e+03,1.696672824782280970e-06
4.200000000000000000e+02,1.000000000000000000e+01,2.000000000000000000e+00,1.309817362433240236e-09,1.309818688209402012e-09,9.999979756350972915e-01,6.470263146875111380e-05,6.172257647327721315e+03,1.696672824782280970e-06
4.200000000000000000e+02,3.000000000000000000e+01,1.000000000000000056e-01,2.268667425175809578e-09,2.268672516681902120e-09,9.999955114717157256e-01,1.684789372403535662e-05,3.086128823663860317e+02,9.795745121147725261e-07
4.200000000000000000e+02,3.000000000000000000e+01,5.000000000000000000e-01,2.268667425175809578e-09,2.268672516681902120e-09,9.999955114717157256e-01,1.684789372403535662e-05,1.543064411831930329e+03,9.795745121147725261e-07
4.200000000000000000e+02,3.000000000000000000e+01,1.000000000000000000e+00,2.268668562847376919e-09,2.268672516681902120e-09,9.999965144100342318e-01,2.169569174046335981e-05,3.086128823663860658e+03,9.795745121147725261e-07
4.200000000000000000e+02,3.000000000000000000e+01,2.000000000000000000e+00,2.268671190905457036e-09,2.268672516681902120e-09,9.999988312318787154e-01,6.470263146875111380e-05,6.172257647327721315e+03,9.795745121147725261e-07
4.200000000000000000e+02,1.000000000000000000e+02,1.000000000000000056e-01,4.142005285086966705e-09,4.142010376595644187e-09,9.999975415293133052e-01,1.684789372403535662e-05,3.086128823663860317e+02,5.365350570423786215e-07
4.200000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e-01,4.142005285086966705e-09,4.142010376595644187e-09,9.999975415293133052e-01,1.684789372403535662e-05,1.543064411831930329e+03,5.365350570423786215e-07
4.200000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+00,4.142006422759560577e-09,4.142010376595644187e-09,9.999980908622447817e-01,2.169569174046335981e-05,3.086128823663860658e+03,5.365350570423786215e-07
4.200000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+00,4.142009050819023326e-09,4.142010376595644187e-09,9.999993598391663241e-01,6.470263146875111380e-05,6.172257647327721315e+03,5.365350570423786215e-07
4.400000000000000000e+02,1.000000000000000000e+00,1.000000000000000056e-01,6.390183533311477541e-10,6.390302197983421168e-10,9.999628613588228410e-01,1.720629331273255581e-05,3.027869123217645324e+02,7.506218843124493596e-06
4.400000000000000000e+02,1.000000000000000000e+00,5.000000000000000000e-01,6.390183533311477541e-10,6.390302197983421168e-10,9.999628613588228410e-01,1.720629331273255581e-05,1.513934561608822833e+03,7.506218843124493596e-06
4.400000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,6.390208073270896397e-10,6.390302197983421168e-10,9.999705416061988039e-01,2.169231668367680842e-05,3.027869123217645665e+03,7.506218843124493596e-06
4.400000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,6.390270158842007101e-10,6.390302197983421168e-10,9.999899725990716304e-01,6.372808073035921646e-05,6.055738246435291330e+03,7.506218843124493596e-06
4.400000000000000000e+02,3.000000000000000000e+00,1.000000000000000056e-01,1.106820941748874219e-09,1.106832808262635645e-09,9.999785578272318842e-01,1.720629331273255581e-05,3.027869123217645324e+02,4.333717469674168195e-06
4.400000000000000000e+02,3.000000000000000000e+00,5.000000000000000000e-01,1.106820941748874219e-09,1.106832808262635645e-09,9.999785578272318842e-01,1.720629331273255581e-05,1.513934561608822833e+03,4.333717469674168195e-06
4.400000000000000000e+02,3.000000000000000000e+00,1.000000000000000000e+00,1.106823395762084638e-09,1.106832808262635645e-09,9.999829920825281659e-01,2.169231668367680842e-05,3.027869123217645665e+03,4.333717469674168195e-06
4.400000000000000000e+02,3.000000000000000000e+00,2.000000000000000000e+00,1.106829604345099593e-09,1.106832808262635645e-09,9.999942106651068530e-01,6.372808073035921646e-05,6.055738246435291330e+03,4.333717469674168195e-06
4.400000000000000000e+02,1.000000000000000000e+01,1.000000000000000056e-01,2.020779121698254669e-09,2.020790988240786677e-09,9.999882555813448537e-01,1.720629331273255581e-05,3.027869123217645324e+02,2.373674815994752153e-06
4.400000000000000000e+02,1.000000000000000000e+01,5.000000000000000000e-01,2.020779121698254669e-09,2.020790988240786677e-09,9.999882555813448537e-01,1.720629331273255581e-05,1.513934561608822833e+03,2.373674815994752153e-06
4.400000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,2.020781575722134683e-09,2.020790988240786677e-09,9.999906843441150883e-01,2.169231668367680842e-05,3.027869123217645665e+03,2.373674815994752153e-06
4.400000000000000000e+02,1.000000000000000000e+01,2.000000000000000000e+00,2.020787784321153515e-09,2.020790988240786677e-09,9.999968290465348630e-01,6.372808073035921646e-05,6.055738246435291330e+03,2.373674815994752153e-06
4.400000000000000000e+02,3.000000000000000000e+01,1.000000000000000056e-01,3.500100796553106321e-09,3.500112663110363799e-09,9.999932193398990421e-01,1.720629331273255581e-05,3.027869123217645324e+02,1.370441793983205697e-06
4.400000000000000000e+02,3.000000000000000000e+01,5.000000000000000000e-01,3.500100796553106321e-09,3.500112663110363799e-09,9.999932193398990421e-01,1.720629331273255581e-05,1.513934561608822833e+03,1.370441793983205697e-06
4.400000000000000000e+02,3.000000000000000000e+01,1.000000000000000000e+00,3.500103250582446968e-09,3.500112663110363799e-09,9.999946215929790272e-01,2.169231668367680842e-05,3.027869123217645665e+03,1.370441793983205697e-06
4.400000000000000000e+02,3.000000000000000000e+01,2.000000000000000000e+00,3.500109459189656956e-09,3.500112663110363799e-09,9.999981692479364970e-01,6.372808073035921646e-05,6.055738246435291330e+03,1.370441793983205697e-06
4.400000000000000000e+02,1.000000000000000000e+02,1.000000000000000056e-01,6.390290331417065324e-09,6.390302197983421375e-09,9.999962860738129677e-01,1.720629331273255581e-05,3.027869123217645324e+02,7.506218843124494231e-07
4.400000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e-01,6.390290331417065324e-09,6.390302197983421375e-09,9.999962860738129677e-01,1.720629331273255581e-05,1.513934561608822833e+03,7.506218843124494231e-07
4.400000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+00,6.390292785449780041e-09,6.390302197983421375e-09,9.999970541215680297e-01,2.169231668367680842e-05,3.027869123217645665e+03,7.506218843124494231e-07
4.400000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+00,6.390298994062050720e-09,6.390302197983421375e-09,9.999989972553821049e-01,6.372808073035921646e-05,6.055738246435291330e+03,7.506218843124494231e-07
4.600000000000000000e+02,1.000000000000000000e+00,1.000000000000000056e-01,9.628212581124625768e-10,9.628476519802144637e-10,9.999451761533834082e-01,1.756208871731780634e-05,2.972275701910610337e+02,1.031070503743436673e-05
4.600000000000000000e+02,1.000000000000000000e+00,5.000000000000000000e-01,9.628212581124625768e-10,9.628476519802144637e-10,9.999451761533834082e-01,1.756208871731780634e-05,1.486137850955304657e+03,1.031070503743436673e-05
4.600000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,9.628262937167167655e-10,9.628476519802144637e-10,9.999556357092110881e-01,2.170273155709580851e-05,2.972275701910609314e+03,1.031070503743436673e-05
4.600000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,9.628402714809096393e-10,9.628476519802144637e-10,9.999846694936571634e-01,6.280551013560057043e-05,5.944551403821218628e+03,1.031070503743436673e-05
4.600000000000000000e+02,3.000000000000000000e+00,1.000000000000000056e-01,1.667674659157474327e-09,1.667701053178127655e-09,9.999683470706702826e-01,1.756208871731780634e-05,2.972275701910610337e+02,5.952888328897562923e-06
4.600000000000000000e+02,3.000000000000000000e+00,5.000000000000000000e-01,1.667674659157474327e-09,1.667701053178127655e-09,9.999683470706702826e-01,1.756208871731780634e-05,1.486137850955304657e+03,5.952888328897562923e-06
4.600000000000000000e+02,3.000000000000000000e+00,1.000000000000000000e+00,1.667679694814506981e-09,1.667701053178127655e-09,9.999743860246282923e-01,2.170273155709580851e-05,2.972275701910609314e+03,5.952888328897562923e-06
4.600000000000000000e+02,3.000000000000000000e+00,2.000000000000000000e+00,1.667693672666867589e-09,1.667701053178127655e-09,9.999911488993610265e-01,6.280551013560057043e-05,5.944551403821218628e+03,5.952888328897562923e-06
4.600000000000000000e+02,1.000000000000000000e+01,1.000000000000000056e-01,3.044765225887491333e-09,3.044791620002610962e-09,9.999826628524950412e-01,1.756208871731780634e-05,2.972275701910610337e+02,3.260531220046426848e-06
4.600000000000000000e+02,1.000000000000000000e+01,5.000000000000000000e-01,3.044765225887491333e-09,3.044791620002610962e-09,9.999826628524950412e-01,1.756208871731780634e-05,1.486137850955304657e+03,3.260531220046426848e-06
4.600000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,3.044770261577131861e-09,3.044791620002610962e-09,9.999859705666379606e-01,2.170273155709580851e-05,2.972275701910609314e+03,3.260531220046426848e-06
4.600000000000000000e+02,1.000000000000000000e+01,2.000000000000000000e+00,3.044784239483963967e-09,3.044791620002610962e-09,9.999951520428176366e-01,6.280551013560057043e-05,5.944551403821218628e+03,3.260531220046426848e-06
4.600000000000000000e+02,3.000000000000000000e+01,1.000000000000000056e-01,5.273707390141001347e-09,5.273733784304472164e-09,9.999899903565477866e-01,1.756208871731780634e-05,2.972275701910610337e+02,1.882468577594983703e-06
4.600000000000000000e+02,3.000000000000000000e+01,5.000000000000000000e-01,5.273707390141001347e-09,5.273733784304472164e-09,9.999899903565477866e-01,1.756208871731780634e-05,1.486137850955304657e+03,1.882468577594983703e-06
4.600000000000000000e+02,3.000000000000000000e+01,1.000000000000000000e+00,5.273712425847331071e-09,5.273733784304472164e-09,9.999919000788572987e-01,2.170273155709580851e-05,2.972275701910609314e+03,1.882468577594983703e-06
4.600000000000000000e+02,3.000000000000000000e+01,2.000000000000000000e+00,5.273726403782045367e-09,5.273733784304472164e-09,9.999972010277484724e-01,6.280551013560057043e-05,5.944551403821218628e+03,1.882468577594983703e-06
4.600000000000000000e+02,1.000000000000000000e+02,1.000000000000000056e-01,9.628450125608800192e-09,9.628476519802144637e-09,9.999945174800783931e-01,1.756208871731780634e-05,2.972275701910610337e+02,1.031070503743436800e-06
4.600000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e-01,9.628450125608800192e-09,9.628476519802144637e-09,9.999945174800783931e-01,1.756208871731780634e-05,1.486137850955304657e+03,1.031070503743436800e-06
4.600000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+00,9.628455161325443204e-09,9.628476519802144637e-09,9.999955634823498585e-01,2.170273155709580851e-05,2.972275701910609314e+03,1.031070503743436800e-06
4.600000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+00,9.628469139277381881e-09,9.628476519802144637e-09,9.999984669387894654e-01,6.280551013560057043e-05,5.944551403821218628e+03,1.031070503743436800e-06
4.800000000000000000e+02,1.000000000000000000e+00,1.000000000000000056e-01,1.419452943678639441e-09,1.419509179371539251e-09,9.999207689815716726e-01,1.791536915507767848e-05,2.919158668547656816e+02,1.392622292213297962e-05
4.800000000000000000e+02,1.000000000000000000e+00,5.000000000000000000e-01,1.419452943678639441e-09,1.419509179371539251e-09,9.999207689815716726e-01,1.791536915507767848e-05,1.459579334273828408e+03,1.392622292213297962e-05
4.800000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.419462806875649991e-09,1.419509179371539251e-09,9.999346651094401794e-01,2.172595369355583876e-05,2.919158668547656816e+03,1.392622292213297962e-05
4.800000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,1.419492911421775990e-09,1.419509179371539251e-09,9.999770796035951648e-01,6.193142938543054585e-05,5.838317337095313633e+03,1.392622292213297962e-05
4.800000000000000000e+02,3.000000000000000000e+00,1.000000000000000056e-01,2.458605784318189962e-09,2.458662020481908569e-09,9.999542551842303117e-01,1.791536915507767848e-05,2.919158668547656816e+02,8.040308552888213590e-06
4.800000000000000000e+02,3.000000000000000000e+00,5.000000000000000000e-01,2.458605784318189962e-09,2.458662020481908569e-09,9.999542551842303117e-01,1.791536915507767848e-05,1.459579334273828408e+03,8.040308552888213590e-06
4.800000000000000000e+02,3.000000000000000000e+00,1.000000000000000000e+00,2.458615647665873942e-09,2.458662020481908569e-09,9.999622783625161659e-01,2.172595369355583876e-05,2.919158668547656816e+03,8.040308552888213590e-06
4.800000000000000000e+02,3.000000000000000000e+00,2.000000000000000000e+00,2.458645752492746695e-09,2.458662020481908569e-09,9.999867668388683350e-01,6.193142938543054585e-05,5.838317337095313633e+03,8.040308552888213590e-06
4.800000000000000000e+02,1.000000000000000000e+01,1.000000000000000056e-01,4.488825929875966710e-09,4.488882166330567929e-09,9.999749442733163463e-01,1.791536915507767848e-05,2.919158668547656816e+02,4.403858363718592405e-06
4.800000000000000000e+02,1.000000000000000000e+01,5.000000000000000000e-01,4.488825929875966710e-09,4.488882166330567929e-09,9.999749442733163463e-01,1.791536915507767848e-05,1.459579334273828408e+03,4.403858363718592405e-06
4.800000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,4.488835793316739115e-09,4.488882166330567929e-09,9.999793388319950793e-01,2.172595369355583876e-05,2.919158668547656816e+03,4.403858363718592405e-06
4.800000000000000000e+02,1.000000000000000000e+01,2.000000000000000000e+00,4.488865898317064612e-09,4.488882166330567929e-09,9.999927518774510693e-01,6.193142938543054585e-05,5.838317337095313633e+03,4.403858363718592405e-06
4.800000000000000000e+02,3.000000000000000000e+01,1.000000000000000056e-01,7.774915744670904371e-09,7.774971981274390656e-09,9.999855339928578335e-01,1.791536915507767848e-05,2.919158668547656816e+02,2.542568811765914360e-06
4.800000000000000000e+02,3.000000000000000000e+01,5.000000000000000000e-01,7.774915744670904371e-09,7.774971981274390656e-09,9.999855339928578335e-01,1.791536915507767848e-05,1.459579334273828408e+03,2.542568811765914360e-06
4.800000000000000000e+02,3.000000000000000000e+01,1.000000000000000000e+00,7.774925608159324034e-09,7.774971981274390656e-09,9.999880712170067243e-01,2.172595369355583876e-05,2.919158668547656816e+03,2.542568811765914360e-06
4.800000000000000000e+02,3.000000000000000000e+01,2.000000000000000000e+00,7.774955713248428344e-09,7.774971981274390656e-09,9.999958152880854545e-01,6.193142938543054585e-05,5.838317337095313633e+03,2.542568811765914360e-06
4.800000000000000000e+02,1.000000000000000000e+02,1.000000000000000056e-01,1.419503555701992250e-08,1.419509179371539293e-08,9.999920766156512597e-01,1.791536915507767848e-05,2.919158668547656816e+02,1.392622292213297919e-06
4.800000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e-01,1.419503555701992250e-08,1.419509179371539293e-08,9.999920766156512597e-01,1.791536915507767848e-05,1.459579334273828408e+03,1.392622292213297919e-06
4.800000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+00,1.419504542053777821e-08,1.419509179371539293e-08,9.999934663188457806e-01,2.172595369355583876e-05,2.919158668547656816e+03,1.392622292213297919e-06
4.800000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+00,1.419507552568173287e-08,1.419509179371539293e-08,9.999977079367187160e-01,6.193142938543054585e-05,5.838317337095313633e+03,1.392622292213297919e-06
5.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000056e-01,2.051033224910285535e-09,2.051148385352184178e-09,9.998877144043643028e-01,1.826621850555606042e-05,2.868346238426630634e+02,1.851929266171796994e-05
5.000000000000000000e+02,1.000000000000000000e+00,5.000000000000000000e-01,2.051033224910285535e-09,2.051148385352184178e-09,9.998877144043643028e-01,1.826621850555606042e-05,1.434173119213315204e+03,1.851929266171796994e-05
5.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.051051719460800328e-09,2.051148385352184178e-09,9.999057468350373012e-01,2.176109120865294910e-05,2.868346238426630407e+03,1.851929266171796994e-05
5.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,2.051113958258235380e-09,2.051148385352184178e-09,9.999664316777107098e-01,6.110266520301848095e-05,5.736692476853260814e+03,1.851929266171796994e-05
5.000000000000000000e+02,3.000000000000000000e+00,1.000000000000000056e-01,3.552578055484529181e-09,3.552693217292849132e-09,9.999351703427393767e-01,1.826621850555606042e-05,2.868346238426630634e+02,1.069211860344433010e-05
5.000000000000000000e+02,3.000000000000000000e+00,5.000000000000000000e-01,3.552578055484529181e-09,3.552693217292849132e-09,9.999351703427393767e-01,1.826621850555606042e-05,1.434173119213315204e+03,1.069211860344433010e-05
